adm_location,indicator,value,survey_name,ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank,indicator_name
kigali prefecture 1992,Married women currently using any modern method of contraception,13.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Unmet need for family planning,40.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Unmet need for family planning,41.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Unmet need for family planning,39.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Unmet need for family planning,35.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Unmet need for family planning,30.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Unmet need for family planning,39.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Unmet need for family planning,34.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Unmet need for family planning,41.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Unmet need for family planning,28,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Unmet need for family planning,38.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Unmet need for family planning,45.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Unmet need for family planning,32.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Unmet need for family planning,39.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Unmet need for family planning,40.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Demand for family planning satisfied,32.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Demand for family planning satisfied,26.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Demand for family planning satisfied,36,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Demand for family planning satisfied,35.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Demand for family planning satisfied,45.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Demand for family planning satisfied,26.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Demand for family planning satisfied,37.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Demand for family planning satisfied,28.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Demand for family planning satisfied,47.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Demand for family planning satisfied,37.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Demand for family planning satisfied,30,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Demand for family planning satisfied,46.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Demand for family planning satisfied,34.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Demand for family planning satisfied,35.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Demand for family planning satisfied by modern methods,15.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Demand for family planning satisfied by modern methods,13.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Demand for family planning satisfied by modern methods,17,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Demand for family planning satisfied by modern methods,25.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Demand for family planning satisfied by modern methods,32.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Demand for family planning satisfied by modern methods,19.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Demand for family planning satisfied by modern methods,23.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Demand for family planning satisfied by modern methods,16.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Demand for family planning satisfied by modern methods,30.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Demand for family planning satisfied by modern methods,23.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Demand for family planning satisfied by modern methods,18.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Demand for family planning satisfied by modern methods,30.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Demand for family planning satisfied by modern methods,21.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Demand for family planning satisfied by modern methods,21.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Median age at first marriage [Women]: 25-49,20.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Median age at first marriage [Women]: 25-49,20.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Median age at first marriage [Women]: 25-49,20.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Median age at first marriage [Women]: 25-49,19.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Median age at first marriage [Women]: 25-49,20.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Median age at first marriage [Women]: 25-49,19.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Median age at first marriage [Women]: 25-49,20.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Median age at first marriage [Women]: 25-49,19.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Median age at first marriage [Women]: 25-49,21.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Median age at first marriage [Women]: 25-49,19.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Median age at first marriage [Women]: 25-49,20.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Median age at first marriage [Women]: 25-49,19.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Median age at first marriage [Women]: 25-49,19.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Median age at first marriage [Women]: 25-49,20.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,"Median age at first marriage [Men]: 25-49(54,59)",23.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,"Median age at first marriage [Men]: 25-49(54,59)",23.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,"Median age at first marriage [Men]: 25-49(54,59)",23.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,"Median age at first marriage [Men]: 25-49(54,59)",23.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,"Median age at first marriage [Men]: 25-49(54,59)",23.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,"Median age at first marriage [Men]: 25-49(54,59)",23.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,"Median age at first marriage [Men]: 25-49(54,59)",24,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,"Median age at first marriage [Men]: 25-49(54,59)",23.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,"Median age at first marriage [Men]: 25-49(54,59)",24.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,"Median age at first marriage [Men]: 25-49(54,59)",22.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,"Median age at first marriage [Men]: 25-49(54,59)",22.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,"Median age at first marriage [Men]: 25-49(54,59)",22.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,"Median age at first marriage [Men]: 25-49(54,59)",21.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,"Median age at first marriage [Men]: 25-49(54,59)",23.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Median age at first sexual intercourse [Women]: 25-49,20.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Median age at first sexual intercourse [Women]: 25-49,20.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Median age at first sexual intercourse [Women]: 25-49,20,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Median age at first sexual intercourse [Women]: 25-49,19.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Median age at first sexual intercourse [Women]: 25-49,19.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Median age at first sexual intercourse [Women]: 25-49,19.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Median age at first sexual intercourse [Women]: 25-49,19.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Median age at first sexual intercourse [Women]: 25-49,18.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Median age at first sexual intercourse [Women]: 25-49,20.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Median age at first sexual intercourse [Women]: 25-49,19.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Median age at first sexual intercourse [Women]: 25-49,20.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Median age at first sexual intercourse [Women]: 25-49,19.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Median age at first sexual intercourse [Women]: 25-49,19.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Median age at first sexual intercourse [Women]: 25-49,19.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Neonatal mortality rate,52,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Neonatal mortality rate,56,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Neonatal mortality rate,48,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Neonatal mortality rate,52,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Neonatal mortality rate,52,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Neonatal mortality rate,52,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Neonatal mortality rate,54,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Neonatal mortality rate,43,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Neonatal mortality rate,66,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Neonatal mortality rate,44,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Neonatal mortality rate,33,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Neonatal mortality rate,49,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Neonatal mortality rate,47,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Neonatal mortality rate,34,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Postneonatal mortality rate,46,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Postneonatal mortality rate,51,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Postneonatal mortality rate,42,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Postneonatal mortality rate,53,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Postneonatal mortality rate,49,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Postneonatal mortality rate,56,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Postneonatal mortality rate,30,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Postneonatal mortality rate,35,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Postneonatal mortality rate,26,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Postneonatal mortality rate,43,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Postneonatal mortality rate,30,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Postneonatal mortality rate,45,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Postneonatal mortality rate,50,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Postneonatal mortality rate,41,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Infant mortality rate,98,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Infant mortality rate,108,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Infant mortality rate,90,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Infant mortality rate,105,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Infant mortality rate,101,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Infant mortality rate,108,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Infant mortality rate,84,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Infant mortality rate,78,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Infant mortality rate,92,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Infant mortality rate,87,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Infant mortality rate,63,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Infant mortality rate,94,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Infant mortality rate,96,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Infant mortality rate,76,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Child mortality rate,70,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Child mortality rate,94,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Child mortality rate,50,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Child mortality rate,101,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Child mortality rate,108,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Child mortality rate,96,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Child mortality rate,76,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Child mortality rate,73,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Child mortality rate,81,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Child mortality rate,79,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Child mortality rate,74,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Child mortality rate,69,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Child mortality rate,92,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Child mortality rate,76,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Under-five mortality rate,161,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Under-five mortality rate,192,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Under-five mortality rate,136,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Under-five mortality rate,195,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Under-five mortality rate,198,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Under-five mortality rate,193,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Under-five mortality rate,154,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Under-five mortality rate,145,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Under-five mortality rate,165,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Under-five mortality rate,159,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Under-five mortality rate,132,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Under-five mortality rate,157,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Under-five mortality rate,179,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Under-five mortality rate,146,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Antenatal care from a skilled provider,93.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Antenatal care from a skilled provider,94.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Antenatal care from a skilled provider,92.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Antenatal care from a skilled provider,89.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Antenatal care from a skilled provider,91.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Antenatal care from a skilled provider,87.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Antenatal care from a skilled provider,96.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Antenatal care from a skilled provider,97,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Antenatal care from a skilled provider,96.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Antenatal care from a skilled provider,94.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Antenatal care from a skilled provider,94,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Antenatal care from a skilled provider,94,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Antenatal care from a skilled provider,95,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Antenatal care from a skilled provider,94.9,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Antenatal care from a skilled provider,93.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Antenatal care from a skilled provider,94.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Antenatal care from a skilled provider,93.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Antenatal care from a skilled provider,94.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Antenatal care from a skilled provider,93.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Antenatal care from a skilled provider,92.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Antenatal care from a skilled provider,94.5,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Antenatal care from a skilled provider,91.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Antenatal care from a skilled provider,90.2,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Antenatal care from a skilled provider,91.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Antenatal care from a skilled provider,96.1,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Antenatal care from a skilled provider,94.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Antenatal care from a skilled provider,97.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Antenatal care from a skilled provider,93.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Antenatal care from a skilled provider,93.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Antenatal care from a skilled provider,93.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Antenatal care from a skilled provider,84.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Antenatal care from a skilled provider,86.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Antenatal care from a skilled provider,85.4,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Antenatal care from a skilled provider,95.3,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Antenatal care from a skilled provider,95.8,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Antenatal care from a skilled provider,95.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Antenatal care from a skilled provider,96.7,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Antenatal care from a skilled provider,96.6,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Antenatal care from a skilled provider,97,dhs-mobile_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
